Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Dependents_numeric,Credit_History_Status,TotalIncome,LoanAmount_Actual,Loan_to_Income_Ratio
LP001584,Female,No,0,Graduate,Yes,4742.0,0.0,108.0,360.0,1.0,Semiurban,0.0,Has Credit History,4742.0,108000.0,22.775200337410375
LP001587,Male,Yes,0,Graduate,No,4082.0,0.0,93.0,360.0,1.0,Semiurban,0.0,Has Credit History,4082.0,93000.0,22.782949534541892
LP001589,Female,No,0,Graduate,No,3417.0,0.0,102.0,360.0,1.0,Urban,0.0,Has Credit History,3417.0,102000.0,29.850746268656717
LP001591,Female,Yes,2,Graduate,No,2922.0,3396.0,122.0,360.0,1.0,Semiurban,2.0,Has Credit History,6318.0,122000.0,19.30990819879709
LP001599,Male,Yes,0,Graduate,No,4167.0,4754.0,160.0,360.0,1.0,Rural,0.0,Has Credit History,8921.0,160000.0,17.935209057280574
LP001601,Male,No,3+,Graduate,No,4243.0,4123.0,157.0,360.0,,Semiurban,3.0,Unknown/Not on File,8366.0,157000.0,18.766435572555583
LP001607,Female,No,0,Not Graduate,No,0.0,1760.0,180.0,360.0,1.0,Semiurban,0.0,Has Credit History,1760.0,180000.0,102.27272727272727
LP001611,Male,Yes,1,Graduate,No,1516.0,2900.0,80.0,360.0,0.0,Rural,1.0,No Credit History,4416.0,80000.0,18.115942028985508
LP001613,Female,No,0,Graduate,No,1762.0,2666.0,104.0,360.0,0.0,Urban,0.0,No Credit History,4428.0,104000.0,23.486901535682023
LP001622,Male,Yes,2,Graduate,No,724.0,3510.0,213.0,360.0,0.0,Rural,2.0,No Credit History,4234.0,213000.0,50.30703826169107
LP001627,Male,No,0,Graduate,No,3125.0,0.0,65.0,360.0,1.0,Urban,0.0,Has Credit History,3125.0,65000.0,20.8
LP001650,Male,Yes,0,Graduate,No,2333.0,3803.0,146.0,360.0,1.0,Rural,0.0,Has Credit History,6136.0,146000.0,23.79400260756193
LP001651,Male,Yes,3+,Graduate,No,3350.0,1560.0,135.0,360.0,1.0,Urban,3.0,Has Credit History,4910.0,135000.0,27.4949083503055
LP001652,Male,No,0,Graduate,No,2500.0,6414.0,187.0,360.0,0.0,Rural,0.0,No Credit History,8914.0,187000.0,20.978236481938524
LP001655,Female,No,0,Graduate,No,12500.0,0.0,300.0,360.0,0.0,Urban,0.0,No Credit History,12500.0,300000.0,24.0
LP001660,Male,No,0,Graduate,No,4667.0,0.0,120.0,360.0,1.0,Semiurban,0.0,Has Credit History,4667.0,120000.0,25.7124491107778
LP001662,Male,No,0,Graduate,No,6500.0,0.0,71.0,360.0,0.0,Urban,0.0,No Credit History,6500.0,71000.0,10.923076923076923
LP001663,Male,Yes,2,Graduate,No,7500.0,0.0,225.0,360.0,1.0,Urban,2.0,Has Credit History,7500.0,225000.0,30.0
LP001667,Male,No,0,Graduate,No,3073.0,0.0,70.0,180.0,1.0,Urban,0.0,Has Credit History,3073.0,70000.0,22.779043280182233
LP001695,Male,Yes,1,Not Graduate,No,3321.0,2088.0,70.0,360.0,1.0,Semiurban,1.0,Has Credit History,5409.0,70000.0,12.94139397300795
LP001703,Male,Yes,0,Graduate,No,3333.0,1270.0,124.0,360.0,1.0,Urban,0.0,Has Credit History,4603.0,124000.0,26.9389528568325
LP001718,Male,No,0,Graduate,No,3391.0,0.0,132.0,360.0,1.0,Rural,0.0,Has Credit History,3391.0,132000.0,38.926570333235034
LP001728,Male,Yes,1,Graduate,Yes,3343.0,1517.0,105.0,360.0,1.0,Rural,1.0,Has Credit History,4860.0,105000.0,21.604938271604937
LP001735,Female,No,1,Graduate,No,3620.0,0.0,90.0,360.0,1.0,Urban,1.0,Has Credit History,3620.0,90000.0,24.861878453038674
LP001737,Male,No,0,Graduate,No,4000.0,0.0,83.0,84.0,1.0,Urban,0.0,Has Credit History,4000.0,83000.0,20.75
LP001739,Male,Yes,0,Graduate,No,4258.0,0.0,125.0,360.0,1.0,Urban,0.0,Has Credit History,4258.0,125000.0,29.356505401596994
LP001742,Male,Yes,2,Graduate,No,4500.0,0.0,147.0,360.0,1.0,Rural,2.0,Has Credit History,4500.0,147000.0,32.666666666666664
LP001757,Male,Yes,1,Graduate,No,2014.0,2925.0,120.0,360.0,1.0,Rural,1.0,Has Credit History,4939.0,120000.0,24.296416278598908
LP001769,Male,No,0,Graduate,No,3333.0,1250.0,110.0,360.0,1.0,Semiurban,0.0,Has Credit History,4583.0,110000.0,24.001745581496838
LP001771,Female,No,3+,Graduate,No,4083.0,0.0,103.0,360.0,,Semiurban,3.0,Unknown/Not on File,4083.0,103000.0,25.22654910604947
LP001785,Male,No,0,Graduate,No,4727.0,0.0,150.0,360.0,0.0,Rural,0.0,No Credit History,4727.0,150000.0,31.732599957689867
LP001787,Male,Yes,3+,Graduate,No,3089.0,2999.0,100.0,240.0,1.0,Rural,3.0,Has Credit History,6088.0,100000.0,16.4257555847569
LP001789,Male,Yes,3+,Not Graduate,No,6794.0,528.0,139.0,360.0,0.0,Urban,3.0,No Credit History,7322.0,139000.0,18.983884184649003
LP001791,Male,Yes,0,Graduate,Yes,32000.0,0.0,550.0,360.0,,Semiurban,0.0,Unknown/Not on File,32000.0,550000.0,17.1875
LP001794,Male,Yes,2,Graduate,Yes,10890.0,0.0,260.0,12.0,1.0,Rural,2.0,Has Credit History,10890.0,260000.0,23.875114784205692
LP001797,Female,No,0,Graduate,No,12941.0,0.0,150.0,300.0,1.0,Urban,0.0,Has Credit History,12941.0,150000.0,11.591067150915695
LP001815,Male,No,0,Not Graduate,No,3276.0,0.0,90.0,360.0,1.0,Semiurban,0.0,Has Credit History,3276.0,90000.0,27.47252747252747
LP001817,Male,No,0,Not Graduate,Yes,8703.0,0.0,199.0,360.0,0.0,Rural,0.0,No Credit History,8703.0,199000.0,22.865678501666093
LP001818,Male,Yes,1,Graduate,No,4742.0,717.0,139.0,360.0,1.0,Semiurban,1.0,Has Credit History,5459.0,139000.0,25.462538926543324
LP001822,Male,No,0,Graduate,No,5900.0,0.0,150.0,360.0,1.0,Urban,0.0,Has Credit History,5900.0,150000.0,25.423728813559322
LP001827,Male,No,0,Graduate,No,3071.0,4309.0,180.0,360.0,1.0,Urban,0.0,Has Credit History,7380.0,180000.0,24.390243902439025
LP001831,Male,Yes,0,Graduate,No,2783.0,1456.0,113.0,360.0,1.0,Urban,0.0,Has Credit History,4239.0,113000.0,26.65723047888653
LP001842,Male,No,0,Graduate,No,5000.0,0.0,148.0,360.0,1.0,Rural,0.0,Has Credit History,5000.0,148000.0,29.6
LP001853,Male,Yes,1,Not Graduate,No,2463.0,2360.0,117.0,360.0,0.0,Urban,1.0,No Credit History,4823.0,117000.0,24.258760107816713
LP001855,Male,Yes,2,Graduate,No,4855.0,0.0,72.0,360.0,1.0,Rural,2.0,Has Credit History,4855.0,72000.0,14.830072090628219
LP001857,Male,No,0,Not Graduate,Yes,1599.0,2474.0,125.0,300.0,1.0,Semiurban,0.0,Has Credit History,4073.0,125000.0,30.689909157868893
LP001862,Male,Yes,2,Graduate,Yes,4246.0,4246.0,214.0,360.0,1.0,Urban,2.0,Has Credit History,8492.0,214000.0,25.200188412623646
LP001867,Male,Yes,0,Graduate,No,4333.0,2291.0,133.0,350.0,1.0,Rural,0.0,Has Credit History,6624.0,133000.0,20.07850241545894
LP001878,Male,No,1,Graduate,No,5823.0,2529.0,187.0,360.0,1.0,Semiurban,1.0,Has Credit History,8352.0,187000.0,22.38984674329502
LP001881,Male,Yes,0,Not Graduate,No,7895.0,0.0,143.0,360.0,1.0,Rural,0.0,Has Credit History,7895.0,143000.0,18.11272957568081
LP001886,Male,No,0,Graduate,No,4150.0,4256.0,209.0,360.0,1.0,Rural,0.0,Has Credit History,8406.0,209000.0,24.86319295741137
LP001906,Male,No,0,Graduate,No,2964.0,0.0,84.0,360.0,0.0,Semiurban,0.0,No Credit History,2964.0,84000.0,28.34008097165992
LP001909,Male,No,0,Graduate,No,5583.0,0.0,116.0,360.0,1.0,Urban,0.0,Has Credit History,5583.0,116000.0,20.77735984237865
LP001911,Female,No,0,Graduate,No,2708.0,0.0,65.0,360.0,1.0,Rural,0.0,Has Credit History,2708.0,65000.0,24.002954209748893
LP001921,Male,No,1,Graduate,No,3180.0,2370.0,80.0,240.0,,Rural,1.0,Unknown/Not on File,5550.0,80000.0,14.414414414414415
LP001923,Male,No,0,Not Graduate,No,2268.0,0.0,170.0,360.0,0.0,Semiurban,0.0,No Credit History,2268.0,170000.0,74.95590828924162
LP001933,Male,No,2,Not Graduate,No,1141.0,2017.0,120.0,360.0,0.0,Urban,2.0,No Credit History,3158.0,120000.0,37.998733375554146
LP001943,Male,Yes,0,Graduate,No,3042.0,3167.0,135.0,360.0,1.0,Urban,0.0,Has Credit History,6209.0,135000.0,21.742631663713965
LP001950,Female,Yes,3+,Graduate,No,1750.0,2935.0,94.0,360.0,0.0,Semiurban,3.0,No Credit History,4685.0,94000.0,20.064034151547492
LP001959,Female,Yes,1,Graduate,No,3564.0,0.0,79.0,360.0,1.0,Rural,1.0,Has Credit History,3564.0,79000.0,22.16610549943883
LP001961,Female,No,0,Graduate,No,3958.0,0.0,110.0,360.0,1.0,Rural,0.0,Has Credit History,3958.0,110000.0,27.791814047498736
LP001973,Male,Yes,2,Not Graduate,No,4483.0,0.0,130.0,360.0,1.0,Rural,2.0,Has Credit History,4483.0,130000.0,28.998438545616775
LP001975,Male,Yes,0,Graduate,No,5225.0,0.0,143.0,360.0,1.0,Rural,0.0,Has Credit History,5225.0,143000.0,27.36842105263158
LP001979,Male,No,0,Graduate,No,3017.0,2845.0,159.0,180.0,0.0,Urban,0.0,No Credit History,5862.0,159000.0,27.123848515864893
LP001995,Male,Yes,0,Not Graduate,No,2431.0,1820.0,110.0,360.0,0.0,Rural,0.0,No Credit History,4251.0,110000.0,25.8762644083745
LP001999,Male,Yes,2,Graduate,No,4912.0,4614.0,160.0,360.0,1.0,Rural,2.0,Has Credit History,9526.0,160000.0,16.79613688851564
LP002007,Male,Yes,2,Not Graduate,No,2500.0,3333.0,131.0,360.0,1.0,Urban,2.0,Has Credit History,5833.0,131000.0,22.458426195782618
LP002009,Female,No,0,Graduate,No,2918.0,0.0,65.0,360.0,,Rural,0.0,Unknown/Not on File,2918.0,65000.0,22.27553118574366
LP002016,Male,Yes,2,Graduate,No,5128.0,0.0,143.0,360.0,1.0,Rural,2.0,Has Credit History,5128.0,143000.0,27.886115444617786
LP002017,Male,Yes,3+,Graduate,No,15312.0,0.0,187.0,360.0,,Urban,3.0,Unknown/Not on File,15312.0,187000.0,12.21264367816092
LP002018,Male,Yes,2,Graduate,No,3958.0,2632.0,160.0,360.0,1.0,Semiurban,2.0,Has Credit History,6590.0,160000.0,24.279210925644918
